StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q_DuplicateRespondent,Q1_Role,Q1_Role_11_TEXT,Q2_DecisionAuth,Q3_Industry,Q3_Industry_26_TEXT,Q4_OrgSize,Q5_ProfitModel,Q6_RevenueBudget,Q7_PersonalBudget,Q8_GeoScope,Q9_GeoScale,Q10-28_Barriers_1,Q10-28_Barriers_2,Q10-28_Barriers_3,Q10-28_Barriers_4,Q10-28_Barriers_5,Q10-28_Barriers_6,Q10-28_Barriers_7,Q10-28_Barriers_8,Q10-28_Barriers_9,Q10-28_Barriers_10,Q10-28_Barriers_11,Q10-28_Barriers_12,Q10-28_Barriers_13,Q10-28_Barriers_14,Q10-28_Barriers_15,Q10-28_Barriers_16,Q10-28_Barriers_17,Q10-28_Barriers_18,Q10-28_Barriers_19,Q29-46_Top3Barriers_1,Q29-46_Top3Barriers_2,Q29-46_Top3Barriers_3,Q29-46_Top3Barriers_4,Q29-46_Top3Barriers_5,Q29-46_Top3Barriers_6,Q29-46_Top3Barriers_7,Q29-46_Top3Barriers_8,Q29-46_Top3Barriers_9,Q29-46_Top3Barriers_10,Q29-46_Top3Barriers_11,Q29-46_Top3Barriers_12,Q29-46_Top3Barriers_13,Q29-46_Top3Barriers_14,Q29-46_Top3Barriers_15,Q29-46_Top3Barriers_16,Q29-46_Top3Barriers_17,Q29-46_Top3Barriers_18,Q47-64_Readiness_1,Q47-64_Readiness_2,Q47-64_Readiness_3,Q47-64_Readiness_4,Q47-64_Readiness_5,Q47-64_Readiness_6,Q47-64_Readiness_7,Q47-64_Readiness_8,Q47-64_Readiness_9,Q47-64_Readiness_10,Q47-64_Readiness_11,Q47-64_Readiness_12,Q47-64_Readiness_13,Q47-64_Readiness_14,Q47-64_Readiness_15,Q47-64_Readiness_16,Q47-64_Readiness_17,Q47-64_Readiness_18,Q65-73_Maturity_1,Q65-73_Maturity_2,Q65-73_Maturity_3,Q65-73_Maturity_4,Q65-73_Maturity_5,Q65-73_Maturity_6,Q65-73_Maturity_7,Q65-73_Maturity_8,Q65-73_Maturity_9,Q74_Feedback,Q_RecaptchaStatus,Q_RecaptchaError,Q_DuplicateRespondentStatus,STUDY_ID,SESSION_ID,SOURCE,COMPLETE_URL,Q50_Feedback - Parent Topics,Q50_Feedback - Topics,Q_AmbiguousTextPresent,Q_AmbiguousTextQuestions,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions,Q50_Feedback - Topic Hierarchy Level 1
2026-03-29,2026-03-29,IP Address,100,483,True,2026-03-29,d3720dc231aea9ae9ffab9919ed677c6,anonymous,,"CEO (e.g., Agency Director, Secretary, Administrator, City/County Manager)",,I am one of several key decision-makers who collectively decide on technology adoption,Non-Profit Organization (Non-Governmental),,100-499,Non-Profit,<$10M,<$10M,United States,International,Major Barrier,Significant Barrier,Minor Barrier,Significant Barrier,Moderate Barrier,Major Barrier,Major Barrier,Significant Barrier,Major Barrier,Minor Barrier,Minor Barrier,Major Barrier,Major Barrier,Major Barrier,Major Barrier,Minor Barrier,Major Barrier,Significant Barrier,Major Barrier,,,,,,,,,"Difficulty demonstrating clear value (e.g., mission impact, public value, cost-effectiveness) for new technology investments.",,,,Concerns about cybersecurity risks associated with new technologies.,Concerns about data privacy compliance related to new technologies.,,,,,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Level 2: Developing/Repeatable,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,"Community readiness is also a factor.  Our community stakeholders are our priority.  If technology advancement at any level does not directly improve their lives, it is likely not a fit for our organization.",complete,,,69c17630acada6abeead2da5,69c915790a916a7ebd00713c,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-29,2026-03-29,IP Address,100,1032,True,2026-03-29,c4009ccec428c67b89c8881fed9a2b22,anonymous,,Other (please specify),SVP REvenue and Growth Operations,I am one of several key decision-makers who collectively decide on technology adoption,Finance and Insurance,,100-499,For-Profit,$10M-$49M,<$10M,United States,National,Minor Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Not a Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Minor Barrier,Major Barrier,,,,Insufficient skills or expertise within the workforce to utilize new technologies effectively.,,,,,,Lack of a clear strategy or roadmap for technology adoption.,,New technologies disrupting existing workflows or processes significantly.,,,,,,,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,I found this incredibly interesting as I work for a Fintech SaaS organization whose goal is to get Accounting and other types of firms to adopt technology. Evaluating this specific survey realizes that as an early company (less than 5 years old) we have a lot of work to do. Our largest barriers are that we do not have Tech-minded leadership in a few key areas so priorities are not always focused on innovation and disrupts capabilities for us to streamline and adopt.   We have a few key leaders - including myself - who know what and how to roll out processes and adopt technology but don't always have the talent to help us scale or think and drive along side is.,complete,,,69c17630acada6abeead2da5,69c91615e3c5163898882f14,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-29,2026-03-29,IP Address,100,830,True,2026-03-29,dcf771e57dce2c7cfd1fe37724716613,anonymous,,Other (please specify),Vice President of Operations and General Manager,I am one of several key decision-makers who collectively decide on technology adoption,"Professional, Scientific, and Technical Services",,100-499,For-Profit,<$10M,<$10M,United States,National,Minor Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Significant Barrier,Major Barrier,Moderate Barrier,Significant Barrier,Significant Barrier,Not a Barrier,Significant Barrier,Significant Barrier,Minor Barrier,Not a Barrier,Minor Barrier,Moderate Barrier,Major Barrier,,,,,,,Difficulty integrating new technologies with existing legacy systems.,"Inadequate IT infrastructure (e.g., network, storage, computing power) to support new technologies.",,Lack of a clear strategy or roadmap for technology adoption.,,,,,,,,,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Level 2: Developing/Repeatable,Level 1: Initial/Ad Hoc,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,"A lot of our barriers are people centric, as the organizaiton has been growing not all staff have been growing at the proper rate. Processes and strategy may be in place but we sometimes struggle with not having the right resources to support these initiatives.",complete,,,69c17630acada6abeead2da5,69c93124380f99b2dfdf647e,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-29,2026-03-29,IP Address,100,831,True,2026-03-29,fc5b6cf1d8e4a6d7670024ad9649c29b,anonymous,,"CEO (e.g., Agency Director, Secretary, Administrator, City/County Manager)",,I am the primary decision-maker for technology adoption in my area of responsibility,"Professional, Scientific, and Technical Services",,1000-4999,For-Profit,$500M-$999M,$100M-$499M,United States,Regional,Minor Barrier,Moderate Barrier,Major Barrier,Moderate Barrier,Not a Barrier,Significant Barrier,Significant Barrier,Moderate Barrier,Significant Barrier,Major Barrier,Significant Barrier,Moderate Barrier,Major Barrier,Major Barrier,Major Barrier,Moderate Barrier,Major Barrier,Minor Barrier,Significant Barrier,,,,,,,,"Inadequate IT infrastructure (e.g., network, storage, computing power) to support new technologies.",,,,,Concerns about cybersecurity risks associated with new technologies.,Concerns about data privacy compliance related to new technologies.,,,,,High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Level 4: Managed/Quantitatively Managed,Level 5: Optimizing/Innovating,Level 4: Managed/Quantitatively Managed,Level 5: Optimizing/Innovating,Level 4: Managed/Quantitatively Managed,Level 5: Optimizing/Innovating,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,None thank you ,complete,,,69c17630acada6abeead2da5,69c931e314de5f362f315262,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-29,2026-03-29,IP Address,100,623,True,2026-03-29,e2b7aaeb2600adddec48d4bb04d6fffd,anonymous,,"CEO (e.g., Agency Director, Secretary, Administrator, City/County Manager)",,I am the primary decision-maker for technology adoption in my area of responsibility,Educational Services (Private),,<100,For-Profit,<$10M,<$10M,United States,National,Significant Barrier,Not a Barrier,Major Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Not a Barrier,Minor Barrier,Moderate Barrier,Not a Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Significant Barrier,Not a Barrier,Significant Barrier,Not a Barrier,Minor Barrier,Resistance to change among employees or middle management.,,,,,,,,,,,,,,Lack of trust in the reliability or performance of new technologies or vendors.,,"Pressure to adopt technology due to external factors (e.g., mandates, public expectations, peer agency actions), without adequate internal readiness.",,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 1: Initial/Ad Hoc,Level 3: Defined/Standardized,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,I can't think of any you missed off the top off my head.,complete,,,69c17630acada6abeead2da5,69c94139edd1031c5adc648b,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-29,2026-03-29,IP Address,100,451,True,2026-03-29,7b3c10b32893c5bf5c7933510bbd5dda,anonymous,,Other (please specify),VP Trade Development and Capabilities,"I provide significant input and recommendations, but final decisions are made by others",Wholesale Trade,,5000-9999,For-Profit,$1B+,$500M-$999M,United States,Regional,Moderate Barrier,Minor Barrier,Not a Barrier,Significant Barrier,Not a Barrier,Major Barrier,Significant Barrier,Moderate Barrier,Major Barrier,Minor Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Minor Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Major Barrier,,,,,,High cost associated with acquiring or implementing new technologies.,Difficulty integrating new technologies with existing legacy systems.,"Inadequate IT infrastructure (e.g., network, storage, computing power) to support new technologies.",,,,,,,,,,,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,We're working through a combination of legacy systems and migration to all cloud based data and the transformation process is slow and complex.  We lack to budget and resources to enable it all at once and it's going to be a slow build for us.,complete,,,69c17630acada6abeead2da5,69c957098ced8ad3b6ec4064,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-29,2026-03-29,IP Address,100,553,True,2026-03-29,054f1b0d9a9e9bbfcc747aac958a142d,anonymous,,"CHRO (e.g., Chief Human Capital Officer (CHCO), Director of Human Resources, Personnel Director)",,"I provide significant input and recommendations, but final decisions are made by others",Educational Services (Private),,1000-4999,Non-Profit,$100M-$499M,<$10M,United States,International,Minor Barrier,Minor Barrier,Not a Barrier,Significant Barrier,Not a Barrier,Major Barrier,Not a Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Not a Barrier,Not a Barrier,Minor Barrier,Moderate Barrier,Not a Barrier,Moderate Barrier,Not a Barrier,Minor Barrier,Major Barrier,,,,Insufficient skills or expertise within the workforce to utilize new technologies effectively.,,High cost associated with acquiring or implementing new technologies.,,,"Difficulty demonstrating clear value (e.g., mission impact, public value, cost-effectiveness) for new technology investments.",,,,,,,,,,Low Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Very High Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,Nothing further to add!,complete,,,69c17630acada6abeead2da5,69c99711217d1ee10be87e1b,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-29,2026-03-29,IP Address,100,1547,True,2026-03-29,294a43174970b4fcb7a56f85df085880,anonymous,,Other (please specify),Director HIM Operations,"I provide significant input and recommendations, but final decisions are made by others",Health Care and Social Assistance (Private),,10000+,Non-Profit,$1B+,<$10M,United States,Regional,Major Barrier,Significant Barrier,Significant Barrier,Not a Barrier,Significant Barrier,Not a Barrier,Significant Barrier,Not a Barrier,Significant Barrier,Significant Barrier,Not a Barrier,Major Barrier,Not a Barrier,Minor Barrier,Moderate Barrier,Significant Barrier,Moderate Barrier,Not a Barrier,Moderate Barrier,Resistance to change among employees or middle management.,,,,,,,,,,,New technologies disrupting existing workflows or processes significantly.,,,Lack of trust in the reliability or performance of new technologies or vendors.,,,,Low Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Very High Readiness/Capability,Very Low Readiness/Capability,Moderate Readiness/Capability,Very High Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Very High Readiness/Capability,Low Readiness/Capability,Level 5: Optimizing/Innovating,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 5: Optimizing/Innovating,Level 5: Optimizing/Innovating,Level 5: Optimizing/Innovating,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,"No, I don't believe so. The questions captured all relative challenges/barriers.",complete,,,69c17630acada6abeead2da5,69c9958838dd3a2967e7c8ae,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-30,2026-03-30,IP Address,100,600,True,2026-03-30,b27fba69d04dc9729bec314954180758,anonymous,,"CSO (e.g., Director of Strategic Planning, Policy Director, Chief Strategy Officer)",,I am one of several key decision-makers who collectively decide on technology adoption,Retail Trade,,10000+,For-Profit,$1B+,$100M-$499M,United States,National,Moderate Barrier,Not a Barrier,Not a Barrier,Moderate Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Not a Barrier,Minor Barrier,Major Barrier,,,,,Inadequate training programs for new technologies.,,Difficulty integrating new technologies with existing legacy systems.,,,,,,Concerns about cybersecurity risks associated with new technologies.,,,,,,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Level 2: Developing/Repeatable,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,,complete,,,69c17630acada6abeead2da5,69c9c017297ead9c9c4fd70d,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,,0,,0,,0.07142857142857142,QID225,
2026-03-30,2026-03-30,IP Address,100,598,True,2026-03-30,839a4622791b9f09a085ab57b33e2134,anonymous,,"CHRO (e.g., Chief Human Capital Officer (CHCO), Director of Human Resources, Personnel Director)",,I am one of several key decision-makers who collectively decide on technology adoption,"Agriculture, Forestry, Fishing and Hunting",,1000-4999,For-Profit,$100M-$499M,$100M-$499M,United States,National,Major Barrier,Moderate Barrier,Significant Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Significant Barrier,Major Barrier,Moderate Barrier,Significant Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Not a Barrier,Minor Barrier,Major Barrier,Resistance to change among employees or middle management.,,,Insufficient skills or expertise within the workforce to utilize new technologies effectively.,,,,"Inadequate IT infrastructure (e.g., network, storage, computing power) to support new technologies.",,,,,,,,,,,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Very Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Level 1: Initial/Ad Hoc,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 1: Initial/Ad Hoc,Level 1: Initial/Ad Hoc,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,"No - the survey did a good job of considering a wide variety of barriers, which I believe cover all the challenges I see at my workplace. ",complete,,,69c17630acada6abeead2da5,69c9e4e5cb7525a866c84272,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-30,2026-03-30,IP Address,100,582,True,2026-03-30,44d94f17e21cbb15950a414f9a046f62,anonymous,,Other (please specify),Individual contributor ,I have limited involvement — I primarily implement technology decisions made by leadership,Finance and Insurance,,10000+,For-Profit,$1B+,<$10M,United States,National,Significant Barrier,Moderate Barrier,Moderate Barrier,Significant Barrier,Significant Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Minor Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Not a Barrier,Significant Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Not a Barrier,Major Barrier,,,,,Inadequate training programs for new technologies.,,,,,Lack of a clear strategy or roadmap for technology adoption.,,,,,,,"Pressure to adopt technology due to external factors (e.g., mandates, public expectations, peer agency actions), without adequate internal readiness.",,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,The length of time it takes to develop and implement the technology adoptions and doing it in pilot phases before rolling it out to everyone is a barrier ,complete,,,69c17630acada6abeead2da5,69ca0b30035fd34cf281a3a6,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-31,2026-03-31,IP Address,100,715,True,2026-03-31,e65612714e66298cf451751d53c219a2,anonymous,,Other (please specify),Director of Customer Success & Services,I am one of several key decision-makers who collectively decide on technology adoption,Other (please specify),Technology,100-499,For-Profit,$10M-$49M,<$10M,United States,National,Moderate Barrier,Minor Barrier,Not a Barrier,Moderate Barrier,Moderate Barrier,Significant Barrier,Moderate Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Minor Barrier,Major Barrier,Resistance to change among employees or middle management.,,,,,,,,"Difficulty demonstrating clear value (e.g., mission impact, public value, cost-effectiveness) for new technology investments.",,,,,,,,"Pressure to adopt technology due to external factors (e.g., mandates, public expectations, peer agency actions), without adequate internal readiness.",,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,"Budget. My team runs incredibly lean, and are often asked to participate in cross-functional activities to help other departments meet their goals. There is not a lot of ""extra time"" for our team (specifically) to adopt and optimize on new technology. The budget for new tech is highly scrutinized, so while the spirit of innovation and experimentation is strong within my organization, the practical reality is that we are constrained.",complete,,,69c17630acada6abeead2da5,69cb1cd863617757f3829ad8,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,1,QID206,0,,0,,
2026-03-31,2026-03-31,IP Address,100,865,True,2026-03-31,f0a4d492587ddb5514fdd26b2347dcdf,anonymous,,"COO (e.g., Deputy Director, Chief of Staff, Assistant Secretary for Administration)",,I am one of several key decision-makers who collectively decide on technology adoption,Public Healthcare,,100-499,For-Profit,$10M-$49M,$10M-$49M,United States,Regional,Major Barrier,Major Barrier,Major Barrier,Major Barrier,Significant Barrier,Significant Barrier,Significant Barrier,Major Barrier,Significant Barrier,Major Barrier,Moderate Barrier,Significant Barrier,Minor Barrier,Minor Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Major Barrier,Resistance to change among employees or middle management.,,Organizational culture that discourages risk-taking or experimentation with new technologies.,Insufficient skills or expertise within the workforce to utilize new technologies effectively.,,,,,,,,,,,,,,,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,"Legacy leadership is much more resistant than newer, younger member of leadership. We have the capacity to do it, but as long as legacy leadership, CEO level, is hesitant, it never goes anywhere. Part of it is age, part of it is just general stubbornness, part of it is fear. ",complete,,,69c17630acada6abeead2da5,69cb269981b1cfec16cb98c2,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-31,2026-03-31,IP Address,100,975,True,2026-03-31,dbfae3586692966749e7d0e9751a30a2,anonymous,,Other (please specify),Director online learning,"I provide significant input and recommendations, but final decisions are made by others",State Government,,500-999,Government/Public Sector,$100M-$499M,<$10M,United States,National,Significant Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Significant Barrier,Significant Barrier,Minor Barrier,Moderate Barrier,Significant Barrier,Major Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Moderate Barrier,Significant Barrier,Minor Barrier,Major Barrier,Resistance to change among employees or middle management.,,,,,,,,,Lack of a clear strategy or roadmap for technology adoption.,,New technologies disrupting existing workflows or processes significantly.,,,,,,,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 5: Optimizing/Innovating,Level 5: Optimizing/Innovating,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,No.,complete,,,69c17630acada6abeead2da5,69cb49a7e959387b8902e33c,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
